table,var,format,description,nomenclature,creation,suppression,dates_manquantes
EB_PRS_F,PSE_STJ_COD,number (2),Mode d'exercice du professionnel de santé exécutant,IR_SJP_V,,,
EB_PRS_F,EXE_SOI_AMD,string (6),Date (année et mois) de début d'exécution des soins,IR_DTE_V,,,
EB_PRS_F,EXE_SOI_DTF,date (8),Date de fin d'exécution des soins,IR_DTE_V,,,
EB_PRS_F,CPL_REM_SGN,number (2),Signe du remboursement (complément d'acte),IR_SGN_V,,,
EB_PRS_F,PSE_CNV_COD,number (1),Code convention du professionnel de santé exécutant,IR_CNV_V,,,
EB_PRS_F,EXE_CTX_BEN,string (4),Contexte Bénéficiaire,-,,,
EB_PRS_F,CPL_REM_BSE,"number (11,2)",Base de remboursement (complément d'acte),-,,,
EB_PRS_F,EXO_MTF,number (2),Motif d'exonération du ticket modérateur,IR_EXO_V,,,
EB_PRS_F,PRS_ACT_CFT,"number (9,2)",Coefficient (non signé) de l'acte,-,,,
EB_PRS_F,PRS_GRS_DTD,date (8),Date présumée de Grossesse,IR_DTE_V,,,
EB_PRS_F,CLE_TEC_DCT,string (100),Clé technique Décompte,-,,,
EB_PRS_F,PRS_ETA_RAC,"number (11,2)",Reste à charge de l'établissement,-,,,
EB_PRS_F,PSP_STJ_COD,number (2),Mode d'exercice du professionnel de santé prescripteur,IR_SJP_V,,,
EB_PRS_F,CLE_TEC_PRS,string (100),Clé technique Prestation,-,,,
EB_PRS_F,RGO_ASU_NAT,number (2),Nature d'assurance (régime obligatoire),IR_ASU_V,,,
EB_PRS_F,RGO_REM_TAU,"number (5,2)",Taux de remboursement (part Régime Obligatoire),-,,,
EB_PRS_F,CPL_REM_PRU,"number (14,5)",Prix unitaire de l'acte (complément d'acte),-,,,
EB_PRS_F,PRS_MTT_NUMC,string (32),Numéro de médecin traitant anonymisé,-,,,
EB_PRS_F,RGO_ENV_TYP,number (2),Type d'enveloppe (régime obligatoire),IR_ENV_V,,,
EB_PRS_F,PRS_DIS_PRE,string (2),Dispositif de prévention,-,,,
EB_PRS_F,PRS_QTT_MAJ,number (4),Quantité de majorations,-,,,
EB_PRS_F,PRS_REJ_TOP,string (1),Top rejet ou signalement,-,,,
EB_PRS_F,RGO_MOD_MNT,"number (11,2)",Montant de la majoration de la participation de l'assuré (régime obligatoire),-,,,
EB_PRS_F,PRS_TOP_ENP,number (2),Indicateur Top Entente Préalable,IR_TEK_V,,,
EB_PRS_F,PRE_PRE_AMD,string (6),Date (année et mois) de prescription,IR_DTE_V,,,
EB_PRS_F,PSE_SPE_COD,number (2),Spécialite médicale du professionnel de santé exécutant,IR_SPE_V,,,
EB_PRS_F,CPL_ANO_COD,number (2),Code anomalie complément affiné,IR_ANC_V,,,
EB_PRS_F,DRG_AFF_NAT,string (2),Code affiné du destinataire du règlement,-,,,
EB_PRS_F,PRS_PPF_COD,string (1),Prise en compte de la participation forfaitaire,IR_PAF_V,,,
EB_PRS_F,CPL_REM_TAU,"number (7,2)",Taux de remboursement des compléments d'actes,-,,,
EB_PRS_F,BEN_CMU_ORG,string (9),Code de l'organisme complémentaire,IR_ORG_V,,,
EB_PRS_F,BEN_SEX_COD,number (1),Code sexe du bénéficiaire,IR_SEX_V,,,
EB_PRS_F,BEN_ACS_TOP,string (1),Top contrat ACS Tiers payant Intégral,-,,,
EB_PRS_F,PFS_EXE_NUM,string (8),N° du professionnel de santé exécutant,-,,,
EB_PRS_F,PRS_OPS_TRF,number (2),Indicateur de tarif opposable,IR_TOP_V,,,
EB_PRS_F,PRS_REF_KIN,string (2),Indicateur Référentiel Entente Préalable kinésithérapie,IR_REK_V,,,
EB_PRS_F,ORB_BSE_NUM,string (6),Organisme de base de liquidation des prestations,IR_CAI_V,,,
EB_PRS_F,EXE_CTX_PFS,string (4),Contexte Professionnels de santé,-,,,
EB_PRS_F,DRG_NAT,number (2),Code du destinataire du règlement,IR_DRG_V,,,
EB_PRS_F,BSE_FJH_TYP,number (2),Type de prise en charge du forfait journalier (acte de base),IR_FJH_V,,,
EB_PRS_F,PRS_MNT_MAJ,"number (7,2)",montant de la majoration,-,,,
EB_PRS_F,PSP_REF_ADH,string (1),Top prestation prescrite par un professionnel de santé adhérent à l'option référent,-,,,
EB_PRS_F,BEN_DRT_SPF,string (3),Droits spécifiques à l'ACS (avec ou sans tiers payant intégral),IR_DSP_V,,,
EB_PRS_F,PRS_ACT_COG,"number (9,2)",Coefficient global de l'acte de base,-,,,
EB_PRS_F,CPL_PRS_NAT,number (5),Nature de la prestation (complément d'acte),IR_NAT_V,,,
EB_PRS_F,PRS_PRE_MTT,number (1),Code origine de la prescription,IR_TMT_V,,,
EB_PRS_F,CPL_MAJ_TOP,number (2),Top complément - majoration,-,,,
EB_PRS_F,IJR_EMP_NUM,number (16),Numéro demployeur pour les indemnités journalières,-,,,
EB_PRS_F,RGM_COD,number (3),Code du petit régime,IR_RGM_V,,,
EB_PRS_F,IJR_RVL_NAT,string (2),Nature de la revalorisation (indemnités journalières),IR_RVL_V,,,
EB_PRS_F,PRS_DRA_AME,string (6),Date réelle (année et mois) de l'accouchement,-,,,
EB_PRS_F,PRS_NAT_REF,number (4),Code de la Prestations de référence,IR_NAT_V,,,
EB_PRS_F,BSE_REM_BSE,"number (11,2)",Base de remboursement de l'acte de base,-,,,
EB_PRS_F,PFS_EXE_NUMC,string (32),Numéro du professionnel de santé exécutant anonymisé,-,,,
EB_PRS_F,PRS_ORD_NUM,number (5),Numéro d'ordre de la prestation dans le décompte,-,,,
EB_PRS_F,PSP_SPE_COD,number (2),Spécialité médicale du professionnel de santé prescripteur,IR_SPE_V,,,
EB_PRS_F,BEN_AMA_COD,number (4),Age du bénéficiaire en mois (si < 2 ans) ou années (si >= 2 ans),IR_AMA_V,,,
EB_PRS_F,BEN_CMU_TOP,string (1),Top bénéficiaire de la CMU complémentaire,-,,,
EB_PRS_F,PSE_ACT_NAT,number (2),Nature d'activité du professionnel de santé exécutant,IR_ACT_V,,,
EB_PRS_F,BEN_QAF_COD,number (2),Qualité du matricule de l'ouvreur de droits,IR_QBA_V,,,
EB_PRS_F,BEN_PAI_CMU,string (1),Type de procédure de paiement CMU,IR_TCM_V,,,
EB_PRS_F,REM_TYP_AFF,number (8),type de remboursement affiné,-,,,
EB_PRS_F,PRS_PDS_QTP,number (3),Qualificatif du parcours de soins transmis,IR_QPE_V,,,
EB_PRS_F,RGO_FTA_COD,number (2),Forçage du taux (hors parcours de soins) (part obligatoire),IR_FOR_V,,,
EB_PRS_F,CPL_AFF_COD,number (3),Code complément affiné,IR_CCA_V,,,
EB_PRS_F,FLX_TRT_DTD,date (8),Date d'entrée des données dans le système d'information,IR_DTE_V,,,
EB_PRS_F,BEN_CMU_CAT,string (1),Catégorie d'organisme complémentaire CMU,IR_COC_V,,,
EB_PRS_F,PRS_PDS_QCP,number (2),Code qualificatif du parcours de soins,IR_QPS_V,,,
EB_PRS_F,BSE_REM_PRU,"number (14,5)",Prix unitaire de l'acte (acte de base),-,,,
EB_PRS_F,PRE_REN_COD,string (1),Type de renouvellement de la prescription (opticien - pharmacien),IR_REN_V,,,
EB_PRS_F,PRS_MTT_NUM,string (8),Numéro du medecin traitant,-,,,
EB_PRS_F,ORL_BSE_NUM,string (6),Organisme de base de liquidation des prestations,IR_CAI_V,,,
EB_PRS_F,BEN_DCD_DTE,date (8),Date de décès du bénéficiaire,IR_DTE_V,,,
EB_PRS_F,PSP_PPS_NUMC,string (32),Numéro RPPS du prescripteur anonymisé,-,,,
EB_PRS_F,PRS_HOS_DTD,date (8),Date de début d'hospitalisation,IR_DTE_V,,,
EB_PRS_F,PRS_ACT_QTE,number (5),Quantité de l'acte de base,-,,,
EB_PRS_F,PRS_DPN_QLP,number (3),Qualificatif de la dépense transmis,IR_DEP_V,,,
EB_PRS_F,BSE_PRS_NAT,number (5),Nature de la prestation (acte de base),IR_NAT_V,,,
EB_PRS_F,RGM_GRG_COD,number (3),Grand régime de liquidation du bénéficiaire,IR_RGM_V,,,
EB_PRS_F,PRS_TYP_MAJ,string (2),Type de majoration,IR_MAJ_V,,,
EB_PRS_F,EXE_SOI_DTD,date (8),Date de début d'exécution des soins,IR_DTE_V,,,
EB_PRS_F,DRG_MOD,number (3),Mode de règlement,IR_MOD_V,,,
EB_PRS_F,CPL_FJH_TYP,number (2),Type de prise en charge du forfait journalier (complément d'acte),IR_FJH_V,,,
EB_PRS_F,PFS_PRE_NUMC,string (32),Numéro du professionnel de santé prescripteur anonymisé,-,,,
EB_PRS_F,PRS_DEP_MNT,"number (11,2)",Montant global du dépassement,-,,,
EB_PRS_F,PSE_REF_ADH,string (1),Top prestation exécuté par un professionnel de santé adhérent à l'option référent,-,,,
EB_PRS_F,ORG_CLE_NEW,string (9),Code de l'organisme de liquidation,IR_ORG_V,,,
EB_PRS_F,PSP_CNV_COD,number (1),Code convention du professionnel de santé prescripteur,IR_CNV_V,,,
EB_PRS_F,ETB_PRE_FIN,string (8),N° FINESS de l'établissement prescripteur,-,,,
EB_PRS_F,PSP_PPS_NUM,string (10),Numéro RPPS du prescripteur salarié,-,,,
EB_PRS_F,BEN_RES_DPT,string (3),Département de résidence du bénéficiaire,IR_DPT_V,,,
EB_PRS_F,EXE_SOI_AMF,string (6),Date (année et mois) de fin d'exécution des soins,IR_DTE_V,,,
EB_PRS_F,BEN_NIR_IDT,string (17),NIR anonyme du bénéficiaire dans l'échantillon,-,,,
EB_PRS_F,BEN_DCD_AME,string (6),Année et mois de décès du bénéficiaire,-,,,
EB_PRS_F,BEN_CTA_TYP,number (3),Type de contrat complémentaire,-,,,
EB_PRS_F,PRS_ACT_NBR,number (5),Dénombrement des actes de base,-,,,
EB_PRS_F,BEN_IAT_CAT,string (2),Catégorie du bénéficiaire (Invalidité - Rente accident du travail),IR_CBI_V,,,
EB_PRS_F,FLX_EMT_TYP,number (2),Type d'émetteur,IR_TYT_V,,,
EB_PRS_F,ACC_TIE_IND,number (1),Top tiers responsable accident,-,,,
EB_PRS_F,PFS_PRE_NUM,string (8),N° du professionnel de santé prescripteur,-,,,
EB_PRS_F,PRS_TYP_KIN,string (1),Type de prestation Kiné,IR_TPR_V,,,
EB_PRS_F,BEN_CMU_ORGC,string (9),organisme complémentaire crypté (partenaires hors RG),-,,,
EB_PRS_F,RGO_MIN_TAU,"number (7,2)",Taux de remboursement modulé (hors parcours de Soins) (régime obligatoire),-,,,
EB_PRS_F,RGO_THE_TAU,"number (7,2)",Taux de remboursement théorique (régime obligatoire),IR_TAU_V,,,
EB_PRS_F,EXE_LIE_COD,number (2),Lieu d'exécution de l'acte médical,IR_LIE_V,,,
EB_PRS_F,PRS_PAI_MNT,"number (11,2)",Montant global de la dépense,-,,,
EB_PRS_F,DPN_QLF,number (2),Qualificatif de la dépense,IR_DEP_V,,,
EB_PRS_F,BSE_REM_SGN,number (2),Signe du remboursement (acte de base),IR_SGN_V,,,
EB_PRS_F,PRS_HOS_AMD,string (6),Date (année et mois) de début d'hospitalisation,IR_DTE_V,,,
EB_PRS_F,CPL_REM_MNT,"number (11,2)",Montant versé-remboursé (complément d'acte),-,,,
EB_PRS_F,FLX_EMT_NUM,number (4),numéro d'émetteur du flux,IR_NEM_T,,,
EB_PRS_F,BEN_EHP_TOP,string (1),Identification hospitalisation en EHPAD ou en EMS,IR_HAD_V,,,
EB_PRS_F,FLX_EMT_ORD,number (4),numéro de séquence du flux,-,,,
EB_PRS_F,PSP_ACT_NAT,number (2),Nature d'activite du professionnel de santé prescripteur,IR_ACT_V,,,
EB_PRS_F,CPL_FTA_COD,number (2),Code de forçage du taux pour les compléments d'actes,-,,,
EB_RAT_F,CLE_TEC_PRS,string (100),Clé technique Prestation,-,,,
EB_RAT_F,FLX_DIS_DTD,date (8),Date de mise à disposition des données,-,,,
EB_RAT_F,BEN_RAT_ANO,string (17),N° anonymisé de rente (accident du travail - maladie professionnelle),-,,,
EB_RAT_F,REM_TYP_AFF,number (8),type de remboursement affiné,-,,,
EB_RAT_F,ORG_CLE_NUM,string (9),organisme de liquidation des prestations (avant fusion des caisses),IR_ORG_V,,,
EB_RAT_F,ORG_CLE_NEW,string (9),Code de l'organisme de liquidation,IR_ORG_V,,,
EB_RAT_F,FLX_TRT_DTD,date (8),Date d'entrée des données dans le système d'information,IR_DTE_V,,,
EB_RAT_F,FLX_EMT_NUM,number (4),numéro d'émetteur du flux,IR_NEM_T,,,
EB_RAT_F,DCT_ORD_NUM,number (9),numéro d'ordre du décompte dans l'organisme,-,,,
EB_RAT_F,PRS_ORD_NUM,number (5),Numéro d'ordre de la prestation dans le décompte,-,,,
EB_RAT_F,FLX_EMT_ORD,number (4),numéro de séquence du flux,-,,,
EB_RAT_F,RAT_IPP_TAU,"number (5,2)",Taux de l'incapacité permanente (IPP),-,,,
EB_RAT_F,ATT_NAT,number (2),Nature de l'accident du travail,IR_ATT_V,,,
EB_RAT_F,RAT_IPP_DTE,date (8),Date d'effet du taux de l'incapacité permanente (IPP),IR_DTE_V,,,
EB_RAT_F,FLX_EMT_TYP,number (2),Type d'émetteur,IR_TYT_V,,,
EB_TIP_F,FLX_DIS_DTD,date (8),Date de mise à disposition des données,-,,,
EB_TIP_F,LPP_ECT_MNT,"number (7,2)",Montant total de l'écart indemnisable LPP,-,,,
EB_TIP_F,REM_TYP_AFF,number (8),type de remboursement affiné,-,,,
EB_TIP_F,ORG_CLE_NUM,string (9),organisme de liquidation des prestations (avant fusion des caisses),IR_ORG_V,,,
EB_TIP_F,TIP_PRS_IDE,number (13),Code LPP du produit ou de la Prestations,-,,,
EB_TIP_F,ORG_CLE_NEW,string (9),Code de l'organisme de liquidation,IR_ORG_V,,,
EB_TIP_F,FLX_TRT_DTD,date (8),Date d'entrée des données dans le système d'information,IR_DTE_V,,,
EB_TIP_F,TIP_ORD_NUM,number (4),N° Ordre Prestation Affinee LPP,-,,,
EB_TIP_F,DCT_ORD_NUM,number (9),numéro d'ordre du décompte dans l'organisme,-,,,
EB_TIP_F,TIP_ACT_QSN,number (5),Quantité d'actes LPP,-,,,
EB_TIP_F,TIP_ACL_DTD,date (8),Date de début de location ou d'achat,-,,,
EB_TIP_F,LPP_ECU_MNT,"number (7,2)",Montant unitaire de l'écart indemnisable LPP,-,,,
EB_TIP_F,TIP_SIR_NUM,string (14),N° SIRET Fabriquant-Importateur,-,,,
EB_TIP_F,FLX_EMT_TYP,number (2),Type d'émetteur,IR_TYT_V,,,
EB_TIP_F,CLE_TEC_PRS,string (100),Clé technique Prestation,-,,,
EB_TIP_F,TIP_PRS_TYP,number (1),Type de Prestations fournie,-,,,
EB_TIP_F,TIP_ACT_PRU,"number (10,5)",Prix unitaire LPP du produit ou de la Prestations,-,,,
EB_TIP_F,TIP_ACL_DTF,date (8),Date de fin de location ou d'achat,IR_DTE_V,,,
EB_TIP_F,FLX_EMT_NUM,number (4),numéro d'émetteur du flux,IR_NEM_T,,,
EB_TIP_F,PRS_ORD_NUM,number (5),Numéro d'ordre de la prestation dans le décompte,-,,,
EB_TIP_F,FLX_EMT_ORD,number (4),numéro de séquence du flux,-,,,
EB_TIP_F,TIP_PUB_PRX,"number (7,2)",Prix unitaire public,-,,,
EB_TRS_F,ITR_ORD_NUM,number (4),Numéro d'ordre de l'information détaillée du transport,-,,,
EB_TRS_F,FLX_DIS_DTD,date (8),Date de mise à disposition des données,-,,,
EB_TRS_F,TRS_DTF_DTE,date (8),Date d'arrivée du transport,-,,,
EB_TRS_F,REM_TYP_AFF,number (8),type de remboursement affiné,-,,,
EB_TRS_F,ORG_CLE_NUM,string (9),organisme de liquidation des prestations (avant fusion des caisses),IR_ORG_V,,,
EB_TRS_F,ORG_CLE_NEW,string (9),Code de l'organisme de liquidation,IR_ORG_V,,,
EB_TRS_F,FLX_TRT_DTD,date (8),Date d'entrée des données dans le système d'information,IR_DTE_V,,,
EB_TRS_F,DCT_ORD_NUM,number (9),numéro d'ordre du décompte dans l'organisme,-,,,
EB_TRS_F,TRS_DTD_AME,string (6),Année et mois de départ du transport (format AAAAMM),-,,,
EB_TRS_F,FLX_EMT_TYP,number (2),Type d'émetteur,IR_TYT_V,,,
EB_TRS_F,TRS_TRP_HRA,number (4),Heure d'arrivée du transport,-,,,
EB_TRS_F,CLE_TEC_PRS,string (100),Clé technique Prestation,-,,,
EB_TRS_F,FLX_EMT_NUM,number (4),numéro d'émetteur du flux,IR_NEM_T,,,
EB_TRS_F,PRS_ORD_NUM,number (5),Numéro d'ordre de la prestation dans le décompte,-,,,
EB_TRS_F,TRS_TRP_HRD,number (4),Heure de départ du transport,-,,,
EB_TRS_F,TRS_DTF_AME,string (6),Année et mois d'arrivée du transport (format AAAAMM),-,,,
EB_TRS_F,FLX_EMT_ORD,number (4),numéro de séquence du flux,-,,,
EB_TRS_F,TRS_DEP_CDP,string (5),Code postal du lieu de départ du transport,-,,,
EB_TRS_F,TRS_ARR_CDP,string (5),Code postal du lieu d'arrivée du transport,-,,,
EB_TRS_F,TRS_DTD_DTE,date (8),Date de départ du transport,-,,,
EB_UCD_F,UCD_ACH_PRU,"number (7,2)",Prix d'achat unitaire,-,,,
EB_UCD_F,UCD_FAC_PRU,"number (7,2)",Prix unitaire facturé,-,,,
EB_UCD_F,FLX_DIS_DTD,date (8),Date de mise à disposition des données,-,,,
EB_UCD_F,REM_TYP_AFF,number (8),type de remboursement affiné,-,,,
EB_UCD_F,ORG_CLE_NUM,string (9),organisme de liquidation des prestations (avant fusion des caisses),IR_ORG_V,,,
EB_UCD_F,ORG_CLE_NEW,string (9),Code de l'organisme de liquidation,IR_ORG_V,,,
EB_UCD_F,FLX_TRT_DTD,date (8),Date d'entrée des données dans le système d'information,IR_DTE_V,,,
EB_UCD_F,UCD_TTF_MNT,"number (7,2)",Montant total TTC facturé,-,,,
EB_UCD_F,DCT_ORD_NUM,number (9),numéro d'ordre du décompte dans l'organisme,-,,,
EB_UCD_F,UCD_UCD_COD,string (13),Code UCD de la pharmacie hospitalière,-,,,
EB_UCD_F,UCD_CAL_PRU,"number (7,2)",Prix unitaire calculé,-,,,
EB_UCD_F,UCD_TOP_UCD,number (1),Top UCD,-,,,
EB_UCD_F,UCD_ORD_NUM,number (4),Numéro d'Ordre de la Prestation Affinée UCD,-,,,
EB_UCD_F,FLX_EMT_TYP,number (2),Type d'émetteur,IR_TYT_V,,,
EB_UCD_F,CLE_TEC_PRS,string (100),Clé technique Prestation,-,,,
EB_UCD_F,UCD_RCT_COU,"number (7,2)",Coût de reconstitution du médicament,-,,,
EB_UCD_F,UCD_ECT_MNT,"number (7,2)",Montant UCD total de l'écart indemnisable,-,,,
EB_UCD_F,UCD_ECU_MNT,"number (7,2)",Montant UCD unitaire de l'écart indemnisable,-,,,
EB_UCD_F,UCD_FRC_COE,"number (5,4)",Coefficient de fractionnement,-,,,
EB_UCD_F,FLX_EMT_NUM,number (4),numéro d'émetteur du flux,IR_NEM_T,,,
EB_UCD_F,PRS_ORD_NUM,number (5),Numéro d'ordre de la prestation dans le décompte,-,,,
EB_UCD_F,UCD_DLV_NBR,number (5),Nombre d'unités délivrées,-,,,
EB_UCD_F,FLX_EMT_ORD,number (4),numéro de séquence du flux,-,,,
EB_UCD_F,UCD_MAR_MNT,"number (7,2)",Montant UCD TTC de la marge de rétrocession,-,,,
EB_UCD_F,UCD_LGN_NUM,number (4),Numéro de ligne UCD,-,,,
ER_ANO_F,ORG_CLE_NEW,string (9),Code de l'organisme de liquidation,IR_ORG_V,,,
ER_ANO_F,PRS_ANO_COD,string (10),Type d'anomalie ou code contrôle,IR_TAN_V,,,
ER_ANO_F,PRS_ANO_COM,string (50),Commentaire  rejet / signalement,-,,,
ER_ANO_F,PRS_ANO_DEF,string (50),Valeur de remplacement,-,,,
ER_ANO_F,PRS_ANO_DON,string (11),Code donnée impactée,-,,,
ER_ANO_F,PRS_ANO_ORI,string (50),Valeur d'origine,-,,,
ER_ANO_F,PRS_ENT_COD,string (10),Code entité,-,,,
ER_ANO_F,PRS_ENT_NUM,number (3),N° ordre entité / type remboursement,-,,,
ER_ANO_F,DCT_ORD_NUM,number (8),N° ordre décompte dans caisse                      1,-,,,
ER_ANO_F,FLX_DIS_DTD,date (8),Date de mise à disposition des données,IR_DTE_V,,,
ER_ANO_F,FLX_EMT_NUM,number (4),numéro d'émetteur du flux,IR_NEM_T,,,
ER_ANO_F,FLX_EMT_ORD,number (4),numéro de séquence du flux,-,,,
ER_ANO_F,FLX_EMT_TYP,number (2),Type d'émetteur,IR_TYT_V,,,
ER_ANO_F,FLX_TRT_DTD,date (8),Date d'entrée des données dans le système d'information,IR_DTE_V,,,
ER_ANO_F,ORG_CLE_NUM,string (9),organisme de liquidation des prestations (avant fusion des caisses),IR_ORG_V,,,
ER_ANO_F,PRS_ORD_NUM,number (5),Numéro d'ordre de la prestation dans le décompte,-,,,
ER_ANO_F,REM_TYP_AFF,number (8),Type de remboursement affiné                                 9,-,,,
ER_ARO_F,ARO_ASU_NAT,number (3),Nature d'assurance (autre que régime obligatoire),IR_ASU_V,2006,,
ER_ARO_F,ARO_CPL_COD,number (2),Complément d'acte (autre que régime obligatoire),IR_CPA_V,2006,,
ER_ARO_F,ARO_ENV_TYP,number (3),Type d'enveloppe (autre que régime obligatoire),IR_ENV_V,2006,,
ER_ARO_F,ARO_FJH_TYP,number (2),Type de prise en charge du forfait Journalier (autre que régime obligatoire),IR_FJH_V,2006,,
ER_ARO_F,ARO_FTA_COD,number (2),Code forçage du taux (hors parcours de soins) autre que régime obligatoire,IR_FOR_V,2006,,
ER_ARO_F,ARO_MIN_TAU,"number (7,2)",Taux modulé (hors parcours de Soins) du remboursement (autre que régime obligatoire),-,2006,,
ER_ARO_F,ARO_MOD_MNT,"number (11,2)",Montant de la majoration de la participation de l'assuré (autre que régime obligatoire),-,2006,,
ER_ARO_F,ARO_ORD_NUM,number (3),Numéro d'ordre du remboursement autre que régime obligatoire,-,2006,,
ER_ARO_F,ARO_PRS_NAT,number (5),Nature de la prestation (autre que régime obligatoire),IR_NAT_V,2006,,
ER_ARO_F,ARO_REM_BSE,"number (11,2)",Base de remboursement (autre que régime obligatoire),-,2006,,
ER_ARO_F,ARO_REM_MNT,"number (11,2)",Montant versé-remboursé (autre que régime obligatoire),-,2006,,
ER_ARO_F,ARO_REM_PRU,"number (14,5)",Prix unitaire de l'acte (autre que régime obligatoire),-,2006,,
ER_ARO_F,ARO_REM_SGN,number (2),Signe du remboursement (autre que régime obligatoire),IR_SGN_V,2006,,
ER_ARO_F,ARO_REM_TAU,"number (7,2)",Taux réel de remboursement (autre que régime obligatoire),IR_TAU_V,2006,,
ER_ARO_F,ARO_REM_TYP,number (3),Type de remboursement (autre que régime obligatoire),IR_TYR_V,2006,,
ER_ARO_F,ARO_THE_TAU,number (5),Taux théorique de remboursement,IR_TAU_V,2006,,
ER_ARO_F,ORG_CLE_NEW,string (9),Code de l'organisme de liquidation,IR_ORG_V,2006,,
ER_ARO_F,DCT_ORD_NUM,number (8),N° ordre décompte dans caisse                      1,-,2006,,
ER_ARO_F,FLX_DIS_DTD,date (8),Date de mise à disposition des données,IR_DTE_V,2006,,
ER_ARO_F,FLX_EMT_NUM,number (4),numéro d'émetteur du flux,IR_NEM_T,2006,,
ER_ARO_F,FLX_EMT_ORD,number (4),numéro de séquence du flux,-,2006,,
ER_ARO_F,FLX_EMT_TYP,number (2),Type d'émetteur,IR_TYT_V,2006,,
ER_ARO_F,FLX_TRT_DTD,date (8),Date d'entrée des données dans le système d'information,IR_DTE_V,2006,,
ER_ARO_F,ORG_CLE_NUM,string (9),organisme de liquidation des prestations (avant fusion des caisses),IR_ORG_V,2006,,
ER_ARO_F,PRS_ORD_NUM,number (5),Numéro d'ordre de la prestation dans le décompte,-,2006,,
ER_ARO_F,REM_TYP_AFF,number (8),type de remboursement affiné,-,2006,,
ER_BIO_F,BIO_ACT_QSN,number (5),Quantité d'actes de biologie,-,2006,,
ER_BIO_F,BIO_ORD_NUM,number (4),Numéro d'ordre de l'acte affiné de biologie,-,2006,,
ER_BIO_F,BIO_PRS_IDE,number (4),Code NABM de l'acte de biologie,IR_BIO_R,2006,,
ER_BIO_F,ORG_CLE_NEW,string (9),Code de l'organisme de liquidation,IR_ORG_V,2006,,
ER_BIO_F,DCT_ORD_NUM,number (8),N° ordre décompte dans caisse                      1,-,2006,,
ER_BIO_F,FLX_DIS_DTD,date (8),Date de mise à disposition des données,IR_DTE_V,2006,,
ER_BIO_F,FLX_EMT_NUM,number (4),numéro d'émetteur du flux,IR_NEM_T,2006,,
ER_BIO_F,FLX_EMT_ORD,number (4),numéro de séquence du flux,-,2006,,
ER_BIO_F,FLX_EMT_TYP,number (2),Type d'émetteur,IR_TYT_V,2006,,
ER_BIO_F,FLX_TRT_DTD,date (8),Date d'entrée des données dans le système d'information,IR_DTE_V,2006,,
ER_BIO_F,ORG_CLE_NUM,string (9),organisme de liquidation des prestations (avant fusion des caisses),IR_ORG_V,2006,,
ER_BIO_F,PRS_ORD_NUM,number (5),Numéro d'ordre de la prestation dans le décompte,-,2006,,
ER_BIO_F,REM_TYP_AFF,number (8),type de remboursement affiné,-,2006,,
ER_BIO_F,ARO_THE_TAU,"number (7,2)",Taux théorique de remboursement (autre que régime obligatoire),IR_TAU_V,,,
ER_CAM_F,CAM_ACT_COD,string (1),Code activite,XC_ATE_V,2006,,
ER_CAM_F,CAM_ACT_PRU,"number (7,2)",Prix unitaire CCAM de l'acte médical,-,2006,,
ER_CAM_F,CAM_ASS_COD,string (1),Code association,IR_ASS_V,2006,,
ER_CAM_F,CAM_CAB_IND,string (1),Top supplément de charge en cabinet,-,2006,,
ER_CAM_F,CAM_DOC_EXT,string (1),Extension documentaire,-,2006,,
ER_CAM_F,CAM_MOD_COD,string (4),Codes modificateurs,-,2006,,
ER_CAM_F,CAM_ORD_NUM,number (3),Numéro d'ordre de la prestation affinée CCAM,-,2006,,
ER_CAM_F,CAM_PRS_IDE,string (13),Code CCAM de l'acte médical,IR_CCAM_V54,2006,,
ER_CAM_F,CAM_QUA_DEN,string (32),Localisation dentaire,-,2006,,
ER_CAM_F,CAM_REM_BSE,"number (7,2)",Base de remboursement de la CCAM,-,2006,,
ER_CAM_F,CAM_REM_COD,string (1),Code remboursement exceptionnel,-,2006,,
ER_CAM_F,CAM_TRT_PHA,number (1),Phase de traitement,XC_PHA_V,2006,,
ER_CAM_F,ORG_CLE_NEW,string (9),Code de l'organisme de liquidation,IR_ORG_V,2006,,
ER_CAM_F,DCT_ORD_NUM,number (8),N° ordre décompte dans caisse                      1,-,2006,,
ER_CAM_F,FLX_DIS_DTD,date (8),Date de mise à disposition des données,IR_DTE_V,2006,,
ER_CAM_F,FLX_EMT_NUM,number (4),numéro d'émetteur du flux,IR_NEM_T,2006,,
ER_CAM_F,FLX_EMT_ORD,number (4),numéro de séquence du flux,-,2006,,
ER_CAM_F,FLX_EMT_TYP,number (2),Type d'émetteur,IR_TYT_V,2006,,
ER_CAM_F,FLX_TRT_DTD,date (8),Date d'entrée des données dans le système d'information,IR_DTE_V,2006,,
ER_CAM_F,ORG_CLE_NUM,string (9),organisme de liquidation des prestations (avant fusion des caisses),IR_ORG_V,2006,,
ER_CAM_F,PRS_ORD_NUM,number (5),Numéro d'ordre de la prestation dans le décompte,-,2006,,
ER_CAM_F,REM_TYP_AFF,number (8),type de remboursement affiné,-,2006,,
ER_CAM_F,CAM_MI4_MNT,"number (9,2)",Montant Minoration due à association sur Modificateur4,-,,,
ER_CAM_F,CAM_MM4_MNT,"number (9,2)",Montant Majoration Modificateur4,-,,,
ER_CAM_F,CAM_GRI_TAR,string (3),Grille tarifaire,-,,,
ER_CAM_F,CAM_SUP_MNT,"number (9,2)",Montant supplément de Charge en Cabinet,-,,,
