Code LPP;Libellé;Prise en charge en sus du GHS dans le public et le privé (Oui/Non);Prise en charge en sus du GHS dans le privé à but lucratif seul (Oui/Non);Date de l'arrêté;Date JO;Date d'effet de la prise en charge en sus du GHS;Date d'effet de la radiation du code
3219182.0;valve cardiaque, tissu animal non valvulaire,labcor,labcor synergie tm st-porcin;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3219265.0;valve cardiaque, conduit aortique valve, shelhigh, nr 2000c bovin & porcin;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3219265.0;valve cardiaque, conduit aortique valve, shelhigh, nr 2000c bovin & porcin;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3219561.0;implant osseux, poudre, lamelles, copeaux, <ou= 15cm3, pro osteon 500;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3219561.0;implant osseux, poudre, lamelles, copeaux, <ou= 15cm3, pro osteon 500;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3219680.0;plaque d'obturation, derives animal, > 20cm2, perouse, polypatch-bovin;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;;2013-03-01
3219680.0;plaque d'obturation, derives animal, > 20cm2, perouse, polypatch-bovin;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3219839.0;plaque d'obturation, derives animal, < ou = 20cm2, meadox,prism hemashield-bovin;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;;2013-03-01
3219839.0;plaque d'obturation, derives animal, < ou = 20cm2, meadox,prism hemashield-bovin;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3219874.0;valve cardiaque, tissu animal non valvulaire sans armature, labcor,labcor-porcin;N;O;2010-02-23 00:00:00;2010-03-02 00:00:00;;2010-03-01
3219874.0;valve cardiaque, tissu animal non valvulaire sans armature, labcor,labcor-porcin;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3219874.0;valve cardiaque, tissu animal non valvulaire sans armature, labcor,labcor-porcin;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3220179.0;implant osseux, anatomique, non orthopedique, plancher orbitaire, oxbone cmf;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3220179.0;implant osseux, anatomique, non orthopedique, plancher orbitaire, oxbone cmf;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3220400.0;implant de paroi, >100cm2 et <ou= 250cm2, microtek, terane m;N;O;2009-03-09 00:00:00;2009-03-19 00:00:00;;2009-03-20
3220400.0;implant de paroi, >100cm2 et <ou= 250cm2, microtek, terane m;N;O;2007-12-31 00:00:00;2008-01-10 00:00:00;2008-01-23 00:00:00;
3220535.0;valve cardiaque, conduit pulmonaire valve, medtronic, hancock hc 150-porcin;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3220535.0;valve cardiaque, conduit pulmonaire valve, medtronic, hancock hc 150-porcin;O;O;2005-10-14 00:00:00;2005-11-01 00:00:00;2005-11-07 00:00:00;
3220624.0;implant vasculaire de pontage, droit, < 30cm, intervascular, intergard-bovin;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;;2014-03-01
3220624.0;implant vasculaire de pontage, droit, < 30cm, intervascular, intergard-bovin;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3220920.0;implant osseux, poudre, lamelles, copeaux, >15cm3, pro osteon 200 r-corail;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3220920.0;implant osseux, poudre, lamelles, copeaux, >15cm3, pro osteon 200 r-corail;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3221010.0;plaque d'obturation, tissu animal, > 20cm2, ovi, pericarde-bovin;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;;2013-03-01
3221010.0;plaque d'obturation, tissu animal, > 20cm2, ovi, pericarde-bovin;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3221150.0;implant osseux, sur mesure, interpore, pro osteon 500;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3221150.0;implant osseux, sur mesure, interpore, pro osteon 500;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3221919.0;implant osseux, geometrique, > 45cm3, inoteb, biocoral-corail;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3221919.0;implant osseux, geometrique, > 45cm3, inoteb, biocoral-corail;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3222209.0;implant osseux, anatomique, complexe, orquest, healos;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3222209.0;implant osseux, anatomique, complexe, orquest, healos;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3222250.0;implant osseux, anatomique, non orthopedique, plancher orbitaire, oxbone neuro;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3222250.0;implant osseux, anatomique, non orthopedique, plancher orbitaire, oxbone neuro;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3222422.0;plaque d'obturation, tissu animal, < ou = 20cm2, ovi, pericarde-bovin;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;;2013-03-01
3222422.0;plaque d'obturation, tissu animal, < ou = 20cm2, ovi, pericarde-bovin;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3222735.0;implant osseux, anatomique, orthopedie, merck, endobon;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3222735.0;implant osseux, anatomique, orthopedie, merck, endobon;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3222913.0;implant osseux, anatomique, complexe, stryker, pyrost-bovin;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3222913.0;implant osseux, anatomique, complexe, stryker, pyrost-bovin;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3222988.0;valve cardiaque, conduit aortique valve, st jude medical, vavgj-515-bovin;O;O;2006-07-06 00:00:00;2006-07-18 00:00:00;2006-07-31 00:00:00;
3223002.0;implant osseux, poudre, lamelles, copeaux, >15cm3, pro osteon 500 r-corail;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3223002.0;implant osseux, poudre, lamelles, copeaux, >15cm3, pro osteon 500 r-corail;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3223143.0;implant osseux, geometrique, > 45cm3, ost dvpt, isobone2-bovin;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3223143.0;implant osseux, geometrique, > 45cm3, ost dvpt, isobone2-bovin;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3223249.0;implant vasculaire de pontage, bi ou multifurque,intervascular,intergard i-bovin;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;;2014-03-01
3223249.0;implant vasculaire de pontage, bi ou multifurque,intervascular,intergard i-bovin;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3223640.0;implant vasculaire de pontage droit, =ou> 30cm & < 70cm, lemaitre, carbograft;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3223640.0;implant vasculaire de pontage droit, =ou> 30cm & < 70cm, lemaitre, carbograft;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3223775.0;implant vasculaire de pontage droit, =ou> 30cm & < 70cm, bard, dialine ii-bovin;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3223775.0;implant vasculaire de pontage droit, =ou> 30cm & < 70cm, bard, dialine ii-bovin;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3223841.0;plaque d'obturation, derives animal, < ou = 20cm2, vascutek, patch fluoropassiv;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;;2013-03-01
3223841.0;plaque d'obturation, derives animal, < ou = 20cm2, vascutek, patch fluoropassiv;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3224059.0;implant vasculaire de pontage, droit, =ou> 70cm, perouse, polythese-bovin;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;;2014-03-01
3224059.0;implant vasculaire de pontage, droit, =ou> 70cm, perouse, polythese-bovin;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3224148.0;plaque d'obturation, tissu animal, > 20cm2, vascutek, fluorosoft gel-bovin;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;;2013-03-01
3224148.0;plaque d'obturation, tissu animal, > 20cm2, vascutek, fluorosoft gel-bovin;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3224160.0;implant osseux, poudre, lamelles, copeaux, >15cm3, merck, endobon emd-bovin;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3224160.0;implant osseux, poudre, lamelles, copeaux, >15cm3, merck, endobon emd-bovin;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3224310.0;implant osseux, anatomique, non orthopedique, plancher orbitaire, pro osteon 200;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3224310.0;implant osseux, anatomique, non orthopedique, plancher orbitaire, pro osteon 200;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3224444.0;implant osseux, geometrique, <ou= 5cm3, stryker, pyrost-bovin;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3224444.0;implant osseux, geometrique, <ou= 5cm3, stryker, pyrost-bovin;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3225219.0;plaque d'obturation, derives animal, > 20cm2, ovi, protak-bovin;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;;2013-03-01
3225219.0;plaque d'obturation, derives animal, > 20cm2, ovi, protak-bovin;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3225225.0;implant osseux, sur mesure, merck, endobon emd-bovin;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3225225.0;implant osseux, sur mesure, merck, endobon emd-bovin;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3225320.0;plaque d'obturation, derives animal, > 20cm2, vascutek, carotid patch-bovin;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;;2013-03-01
3225320.0;plaque d'obturation, derives animal, > 20cm2, vascutek, carotid patch-bovin;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3225343.0;implant vasculaire de pontage, droit, < 30cm, corvita, vascular graft-porcin;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;;2014-03-01
3225343.0;implant vasculaire de pontage, droit, < 30cm, corvita, vascular graft-porcin;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3225461.0;valve cardiaque, valve animale, st jude medical, sjm epic-bovin et porcin;N;O;2010-02-23 00:00:00;2010-03-02 00:00:00;;2010-03-01
3225461.0;valve cardiaque, valve animale, st jude medical, sjm epic-bovin et porcin;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3225461.0;valve cardiaque, valve animale, st jude medical, sjm epic-bovin et porcin;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3225478.0;implant vasculaire de pontage, droit, =ou> 30cm & < 70cm, jotec, flownit-bovin;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;;2014-03-01
3225478.0;implant vasculaire de pontage, droit, =ou> 30cm & < 70cm, jotec, flownit-bovin;O;O;2005-11-04 00:00:00;2005-11-16 00:00:00;2005-11-17 00:00:00;
3225662.0;valve cardiaque, conduit valve, labcor laboratorios, t 07 eais-bovin/porcin;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3225662.0;valve cardiaque, conduit valve, labcor laboratorios, t 07 eais-bovin/porcin;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3225811.0;implant vasculaire de pontage, droit,=ou>30cm & <70cm,intervascular,intergard i;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3225811.0;implant vasculaire de pontage, droit,=ou>30cm & <70cm,intervascular,intergard i;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3226012.0;implant osseux, poudre, lamelles, copeaux, <ou= 15cm3, stryker, pyrost-bovin;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3226012.0;implant osseux, poudre, lamelles, copeaux, <ou= 15cm3, stryker, pyrost-bovin;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3226348.0;implant osseux, anatomique, complexe, geistlich, bio-oss-bovin;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3226348.0;implant osseux, anatomique, complexe, geistlich, bio-oss-bovin;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3226360.0;valve cardiaque, tissu animal non valvulaire, sb, pericarbon fs aortique bovin;N;O;2010-02-23 00:00:00;2010-03-02 00:00:00;;2010-03-01
3226360.0;valve cardiaque, tissu animal non valvulaire, sb, pericarbon fs aortique bovin;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3226360.0;valve cardiaque, tissu animal non valvulaire, sb, pericarbon fs aortique bovin;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3226466.0;implant osseux, sur mesure, interpore, pro osteon 200 r-corail;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3226466.0;implant osseux, sur mesure, interpore, pro osteon 200 r-corail;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3226609.0;implant osseux, sur mesure, biocoral, biocoral-corail;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3226609.0;implant osseux, sur mesure, biocoral, biocoral-corail;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3226762.0;implant vasculaire de pontage, droit, =ou> 70cm, intervascular, intergard-bovin;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;;2014-03-01
3226762.0;implant vasculaire de pontage, droit, =ou> 70cm, intervascular, intergard-bovin;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3226785.0;implant orthopedique, obturateur, ceraver osteal, obturateur gelatine-bovin;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3226785.0;implant orthopedique, obturateur, ceraver osteal, obturateur gelatine-bovin;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3226800.0;implant vasculaire de pontage droit, =ou> 30cm & < 70cm, lemaitre, albograft tm;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3226800.0;implant vasculaire de pontage droit, =ou> 30cm & < 70cm, lemaitre, albograft tm;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3227075.0;plaque d'obturation, tissu animal, < ou = 20cm2, mediservice, vascuguard-bovin;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;;2013-03-01
3227075.0;plaque d'obturation, tissu animal, < ou = 20cm2, mediservice, vascuguard-bovin;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3227336.0;implant osseux, geometrique, > 45cm3, geistlich, bio-oss - bovin;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3227336.0;implant osseux, geometrique, > 45cm3, geistlich, bio-oss - bovin;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3228360.0;implant osseux, geometrique, <ou= 5cm3, bioland, oxbone ou isobone;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3228360.0;implant osseux, geometrique, <ou= 5cm3, bioland, oxbone ou isobone;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3228413.0;implant vasculaire de pontage, bi ou multifurque, vascutek, gelweave-bovin;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;;2014-03-01
3228413.0;implant vasculaire de pontage, bi ou multifurque, vascutek, gelweave-bovin;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3228778.0;implant osseux, poudre, lamelles, copeaux, <ou= 15cm3, geistlich, bio-oss bovin;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3228778.0;implant osseux, poudre, lamelles, copeaux, <ou= 15cm3, geistlich, bio-oss bovin;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3228838.0;plaque d'obturation, tissu animal, > 20cm2, meadox, prism hemashield-bovin;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;;2013-03-01
3228838.0;plaque d'obturation, tissu animal, > 20cm2, meadox, prism hemashield-bovin;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3229022.0;plaque d'obturation, derives animal, < ou = 20cm2, mediservice, supple periguard;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;;2013-03-01
3229022.0;plaque d'obturation, derives animal, < ou = 20cm2, mediservice, supple periguard;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3229542.0;implant de paroi, >250cm2 et <ou=450cm2, sofradim, parietex composite-porcin;N;O;2009-03-09 00:00:00;2009-03-19 00:00:00;;2009-03-20
3229542.0;implant de paroi, >250cm2 et <ou=450cm2, sofradim, parietex composite-porcin;N;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3229542.0;implant de paroi, >250cm2 et <ou=450cm2, sofradim, parietex composite-porcin;N;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3229855.0;implant osseux, sur mesure, stryker, pyrost-bovin;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3229855.0;implant osseux, sur mesure, stryker, pyrost-bovin;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3230686.0;implant vasculaire de pontage, droit, =ou> 30cm & < 70cm, jotec, flowweave-bovin;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;;2014-03-01
3230686.0;implant vasculaire de pontage, droit, =ou> 30cm & < 70cm, jotec, flowweave-bovin;O;O;2005-11-04 00:00:00;2005-11-16 00:00:00;2005-11-17 00:00:00;
3230723.0;implant osseux, sur mesure, bioland, oxbone neuro-bovin;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3230723.0;implant osseux, sur mesure, bioland, oxbone neuro-bovin;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3230841.0;implant de paroi, >250cm2, pro concept, pro concept ii-bovin;N;O;2009-03-09 00:00:00;2009-03-19 00:00:00;;2009-03-20
3230841.0;implant de paroi, >250cm2, pro concept, pro concept ii-bovin;N;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3230841.0;implant de paroi, >250cm2, pro concept, pro concept ii-bovin;N;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3230924.0;implant osseux, poudre, lamelles, copeaux, <ou= 15 cm3, orquest, healos;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3230924.0;implant osseux, poudre, lamelles, copeaux, <ou= 15 cm3, orquest, healos;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3231272.0;implant vasculaire de pontage droit, =ou> 30cm & < 70cm, ihs, to5 eai-bovin;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;;2014-03-01
3231272.0;implant vasculaire de pontage droit, =ou> 30cm & < 70cm, ihs, to5 eai-bovin;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3231378.0;valve cardiaque, tissu animal non valvulaire, gamida, o'brien angell-porcin;N;O;2010-02-23 00:00:00;2010-03-02 00:00:00;;2010-03-01
3231378.0;valve cardiaque, tissu animal non valvulaire, gamida, o'brien angell-porcin;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3231378.0;valve cardiaque, tissu animal non valvulaire, gamida, o'brien angell-porcin;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3231496.0;implant osseux, anatomique, complexe, bioland, oxbone ou isobone;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3231496.0;implant osseux, anatomique, complexe, bioland, oxbone ou isobone;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3231674.0;implant vasculaire de pontage, droit, =ou> 30cm & < 70cm,vascutek,gelweave-bovin;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;;2014-03-01
3231674.0;implant vasculaire de pontage, droit, =ou> 30cm & < 70cm,vascutek,gelweave-bovin;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3232165.0;plaque d'obturation, tissu animal, > 20cm2, ovi, produra-bovin;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;;2013-03-01
3232165.0;plaque d'obturation, tissu animal, > 20cm2, ovi, produra-bovin;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3232248.0;implant osseux, poudre, lamelles, copeaux, >15cm3, symatese, collapat ii;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3232248.0;implant osseux, poudre, lamelles, copeaux, >15cm3, symatese, collapat ii;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3232260.0;implant de paroi, >250cm2, cousin, plaque biomesh h-porcin;N;O;2009-03-09 00:00:00;2009-03-19 00:00:00;;2009-03-20
3232260.0;implant de paroi, >250cm2, cousin, plaque biomesh h-porcin;N;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3232260.0;implant de paroi, >250cm2, cousin, plaque biomesh h-porcin;N;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3232343.0;plaque d'obturation, tissu animal, > 20cm2, edwards, equin baxter edwards;N;O;2010-11-30 00:00:00;2010-12-10 00:00:00;;2010-12-23
3232343.0;plaque d'obturation, tissu animal, > 20cm2, edwards, equin baxter edwards;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3232343.0;plaque d'obturation, tissu animal, > 20cm2, edwards, equin baxter edwards;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3232604.0;implant vasculaire de pontage, bifurque, jotec, flownit-bovin;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;;2014-03-01
3232604.0;implant vasculaire de pontage, bifurque, jotec, flownit-bovin;O;O;2005-11-04 00:00:00;2005-11-16 00:00:00;2005-11-17 00:00:00;
3232946.0;implant de paroi, >100cm2 et <ou= 250cm2, vascutek, gelsoft-bovin;N;O;2009-03-09 00:00:00;2009-03-19 00:00:00;;2009-03-20
3232946.0;implant de paroi, >100cm2 et <ou= 250cm2, vascutek, gelsoft-bovin;N;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3232946.0;implant de paroi, >100cm2 et <ou= 250cm2, vascutek, gelsoft-bovin;N;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3233302.0;plaque d'obturation, derives animal, > 20cm2, gamida, polystan-porcin;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;;2013-03-01
3233302.0;plaque d'obturation, derives animal, > 20cm2, gamida, polystan-porcin;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3233331.0;implant osseux, anatomique, complexe, biocoral, biocoral-corail;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3233331.0;implant osseux, anatomique, complexe, biocoral, biocoral-corail;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3233383.0;implant vasculaire de pontage, droit, < 30cm, prothia, omniflow ii-bovin;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;;2014-03-01
3233383.0;implant vasculaire de pontage, droit, < 30cm, prothia, omniflow ii-bovin;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3233420.0;implant osseux, anatomique, complexe, ost dvpt, isobone2-bovin;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3233420.0;implant osseux, anatomique, complexe, ost dvpt, isobone2-bovin;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3233489.0;plaque d'obturation, derives animal, > 20cm2, hemacarotid i-bovin;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;;2013-03-01
3233489.0;plaque d'obturation, derives animal, > 20cm2, hemacarotid i-bovin;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3233845.0;implant vasculaire de pontage droit, =ou> 30cm & < 70 cm, ihs, t03 eao-bovin;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;;2014-03-01
3233845.0;implant vasculaire de pontage droit, =ou> 30cm & < 70 cm, ihs, t03 eao-bovin;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3233851.0;implant vasculaire de pontage, droit, =ou> 70cm, lemaitre, albograft tm;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;;2014-03-01
3233851.0;implant vasculaire de pontage, droit, =ou> 70cm, lemaitre, albograft tm;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3234030.0;valve cardiaque, tissu animal non valvulaire, medtronic, mosaic-porcin;N;O;2009-07-15 00:00:00;2009-07-21 00:00:00;;2009-07-22
3234030.0;valve cardiaque, tissu animal non valvulaire, medtronic, mosaic-porcin;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3234030.0;valve cardiaque, tissu animal non valvulaire, medtronic, mosaic-porcin;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
3234141.0;implant orthopedique, obturateur, teknimed, cemstop-porcin;O;O;2006-02-16 00:00:00;2006-02-28 00:00:00;2006-03-01 00:00:00;
3234141.0;implant orthopedique, obturateur, teknimed, cemstop-porcin;O;O;2005-03-02 00:00:00;2005-05-10 00:00:00;2005-05-11 00:00:00;
